engineering systems analysis for design,motivation. paradigm shift from best outcome to moving distribution of outcomes to right. discounted cash flow and present value. criteria for valuation. uncertainty recognition. choice of discount rate. opportunity cost. weighted average cost of capital. capital asset pricing model. asphalt vs. concrete highways. basic system model. production function. economies of scale. optimum expansion size deterministic case. determining economies of scale from cost function. constrained optimization and marginal analysis. sources of flexibility. &quot.on&quot. systems-timing. &quot.in&quot. systems-timing and function. case examples. uncertainty assessment. primitive models. introduction to decision analysis. practical issues. solutions by &quot.folding back&quot.. flaw of averages. distribution of outcomes for decision analysis. value at risk and gain. multiple value metrics. benefits of waiting. value of information. decision analysis examples. oil platform. wind energy. silicon wafer plant. tokyo/haneda runway. mid-semester review. midterm exam. lattice model to represent uncertainty. dynamic programming. systematic solution by &quot.folding back&quot.. valuation of lattice by dynamic programming. satellite case study. combining lattice and decision analysis. case studies. aqua line tunnel. conceptual valuation and application. comparing decision analysis and lattice analysis. definition and analysis of &quot.hotspots&quot. using change propagation analysis. path dependency. comments on draft application portfolio. case studies. car platforms. hydroelectric dam. mini unmanned aerial vehicle. review for final exam. ,engineering systems division,http://ocw.mit.edu/courses/engineering-systems-division/esd-71-engineering-systems-analysis-for-design-fall-2008/,http://ocw.mit.edu/courses/engineering-systems-division/esd-71-engineering-systems-analysis-for-design-fall-2008/esd-71f08.jpg,Graduate
engineering risk-benefit analysis,introduction. rpra1. the logic of certainty. rpra 2. elements of probability theory. rpra 3. probability distributions. rpra 4. availability. rpra 5. data and epistemic uncertainties. statistics. rpra 6. probabilistic risk assessment. rpra 7. risk management. guest lecture. rpra quiz. da 1. the multistage decision model. da 2. the value of perfect information. da 3. the axioms of rational behavior. da 4. introduction to utility. da 5. risk aversion. da 6. multiattribute utility theory. da7. decision analysis and risk management. da quiz. cba 1. background and fundamental premises. cba 2. the time value of money. cba 3. bases for comparison of alternatives. cba 4. including uncertainty. cba 5. evaluating public activities. cba quiz. ,engineering systems division,http://ocw.mit.edu/courses/engineering-systems-division/esd-72-engineering-risk-benefit-analysis-spring-2007/,http://ocw.mit.edu/courses/engineering-systems-division/esd-72-engineering-risk-benefit-analysis-spring-2007/esd-72s07.jpg,Graduate
system safety,introduction. traditional safety engineering techniques. discussion of responsibility assignment. why we need something different. presentation of accident reports. systems-theoretic accident modeling processes (stamp) and accident analysis. presentation of more accident reports. hindsight bias. cauasal analysis based on stamp (cast) accident presentations. systems-theoretic hazard analysis (stpa). design for safety. level 1 presentations of nancy's shuttle. safety in social systems. safety during operations. occupational safety. management and safety culture. regulation. how safe is safe enough? subsafe. presentations of final class project. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-863j-system-safety-spring-2011/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-863j-system-safety-spring-2011/16-863Js11.jpg,Graduate
aircraft systems engineering,the origins of the space shuttle. space shuttle history. orbiter sub-system design. the decision to build the shuttle. orbiter structure + thermal protection system. propulsion - space shuttle main engines. landing and mechanical systems. oms. rcs. fuel cells. auxiliary power unit and hydraulic systems. the dod and the space shuttle. use of subsystems as a function of flight phase. aerothermodynamics. environmental control systems. ground operations - launching the shuttle. space shuttle accidents. guidance. navigation and control. mission control 1. mission control 2. design process as it relates to the shuttle. eva and robotics on the shuttle. systems engineering for space shuttle payloads. test flying the space shuttle. class feedback and wrap up. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-885j-aircraft-systems-engineering-fall-2005/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-885j-aircraft-systems-engineering-fall-2005/16-885jf05.jpg,Graduate
aircraft systems engineering,introduction to course and to the aircraft as a system. lean system engineering i. lifecycle considerations. cost and financial analysis. introduction to aircraft performance and static stability. aerodynamics primer. transport aircraft performance i. transport aircraft performance ii. environmental factors. noise and emissions. an airline viewpoint. reliability and maintenance. the space shuttle - a case study. propulsion. fuel. accessory systems. life support. environmental. accessory systems. flight deck. avionics. air data. communications. flight controls. electrical. hydraulic. pneumatic. structural system. system architecting for safety. commercial aircraft system verification. validation and certification. lean system engineering ii. military aircraft system verification. validation. certification. risk analysis and management and uncertainty. case study oral presentations. trip to sikorsky in stratford. connecticut. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-885j-aircraft-systems-engineering-fall-2004/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-885j-aircraft-systems-engineering-fall-2004/16-885jf04.jpg,Graduate
air transportation systems architecting,course introduction. introduction of formation flight project. nasa / boeing / ucla autonomous formation flight program overview and findings. technical considerations for autonomous formation flying systems. matecon - method for rapid architecture selection and conceptual design. systems study of global range airpower. economics of commercial cargo operations. military and commercial cargo mission needs. market for cargo operations. architecting and designing air transportation systems. system level design issues. airplane design issues. human factors for formation flying. autonomous control. avionics. guidance. navigation and control. managing risk. certification issues. air traffic control. system software and safety. closing the business case. system realization issues. final report due. end of course interviews. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-886-air-transportation-systems-architecting-spring-2004/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-886-air-transportation-systems-architecting-spring-2004/16-888s04.jpg,Graduate
multidisciplinary system design optimization,introduction to multidisciplinary system design optimization. problem formulation. modeling and simulation. problem decomposition. design space exploration. visualization. numerical optimization i. numerical optimization ii. sensitivity analysis. simulated annealing. genetic algorithms i. genetic algorithms ii. goal programming �? isoperformance. multi-objective optimization i. multi-objective optimization ii. post-optimality analysis. approximation methods. robust design. design for value. mdo at boeing. design for flexibility. roots and future of mdo. course summary. ,engineering systems division,http://ocw.mit.edu/courses/engineering-systems-division/esd-77-multidisciplinary-system-design-optimization-spring-2010/,http://ocw.mit.edu/courses/engineering-systems-division/esd-77-multidisciplinary-system-design-optimization-spring-2010/esd-77s10.jpg,Graduate
space policy seminar,what is policy. why is it important. and why are we in space?. current stakeholders &amp. their missions and roles. space history and policy in the fifties. space history and policy in the sixties. space history and policy in the seventies. space history and policy in the eighties. space history and policy in the nineties. international and us space policy and law. special topic. globalstar. special topic. space launch. student presentation on term project. scenarios for the future. a panel discussion. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-891j-space-policy-seminar-spring-2003/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-891j-space-policy-seminar-spring-2003/16-891js03.jpg,Graduate
space system architecture and design,space systems and definitions. classic solutions. introduction to mate. applied utility theory. modeling and exploring the tradespace. integrated concurrent engineering. examples - xtosand spacetugand mate-con simulation. efficient searches of tradespaces. uncertainty and risk. flexibility for space systems i. flexibility for space systems ii. policy issues in space system architectures. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-892j-space-system-architecture-and-design-fall-2004/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-892j-space-system-architecture-and-design-fall-2004/16-892jf04.jpg,Graduate
engineering apollo: the moon project as a complex system,introduction and overview. apollo as a complex system. historical/technical analysis of engineering systems. systems engineering and atlas. organizing research from naca to nasa. sputnik. mercury. and the cold war. kennedy's decision. from politics to engineering specs. the lor decision. the soviet moon program. gemini and early apollo engineering. apollo guidance and control. astronautical guidance. engineering the lem. designing a landing. nasa's current moon plans. apollo software. apollo 11. apollo 14. an astronaut's view. apollo 12 and group project freetime. covering apollo. the role of the press. life support and human factors i. bob parker. scientist-astronauts and lunar science. student presentations. student presentations wrap up. mit museum trip. final class. ,science technology and society,http://ocw.mit.edu/courses/science-technology-and-society/sts-471j-engineering-apollo-the-moon-project-as-a-complex-system-spring-2007/,http://ocw.mit.edu/courses/science-technology-and-society/sts-471j-engineering-apollo-the-moon-project-as-a-complex-system-spring-2007/sts-471js07.jpg,Graduate
space systems engineering,introduction and project definition. astrophysics from the moon. telescope design 101. stakeholder analysis. human science operations in space. system architecture 101. trade study methodology. system architecture 102. radio astronomy. system requirements review (srr). human servicing of spacecraft. preliminary design review (pdr) preparation-no lecture. preliminary design review. integrated modeling and simulation of space telescopes. space telescope servicing. introduction to interferometry. lunar logistics. additional lectures. critical design review (cdr). cdr debriefing. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-89j-space-systems-engineering-spring-2007/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-89j-space-systems-engineering-spring-2007/16-89js07.jpg,Graduate
introduction to numerical simulation (sma 5211),example problems and basic equations. equation formulation methods - stamping techniques. nodal versus node-branch form. linear system solution - dense ge. conditioning. stability. direct methods for sparse linear systems - data structures. fill-in. ordering. graph interpretations. linear system solution - orthogonalization methods. qr. singular matrices. qr and krylov iterative methods. brief convergence analysis.. nonlinear system solution - 1d newton methods. convergence analysis. nonlinear system solution-multi-d newton. forming jacobian by stamping approach. singularity. nonlinear system solution - damping. optimization and continuation schemes. nonlinear system solution - matrix-implicit methods and methods for singular problems. ode solution methods - be. fe. trap examples. convergence. ode solution methods - multistep methods and stability. runga-kutta methods. ode solution methods - stiffly stable and conservative schemes. time-periodic solution methods - finite-difference and shooting methods. time-periodic solution methods - matrix-implicit algorithms and preconditioning. molecular dynamics - basic numerical issues. 3-d elliptic problems - f-d methods. error estimation. 3-d elliptic problems - finite-element and spectral methods. 3-d elliptic problems - fft and multigrid methods. 3-d elliptic problems - boundary-element approach. 3-d elliptic problems - fft and multipole methods. model order reduction i. model order reduction ii. class choice. ,electrical engineering and computer science,http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-336j-introduction-to-numerical-simulation-sma-5211-fall-2003/,http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-336j-introduction-to-numerical-simulation-sma-5211-fall-2003/6-336jf03.jpg,Graduate
numerical methods for partial differential equations (sma 5212),overview. finite differences. elliptic problems. finite differences. parabolic problems. finite differences. eigenvalue. 2d problems. solution methods. iterative methods. solution methods. multigrid methods. finite differences. hyperbolic problems. finite volumes. linear problems. finite volumes. conservation laws. finite volumes. nonlinear problems. finite elements. variational formulation. finite elements. poisson 1d160.-- i. finite elements. poisson 1d160.-- ii. finite elements. poisson 2d160.-- i. finite elements. poisson 2d160.-- ii. finite elements. general elliptic problems160.-- overview. finite elements. parabolic problems. eigenvalue problems. integral equations. derivation. integral equations. collocation and galerkin methods. integral equations. convergence theory160.-- 2nd kind. integral equations. quadrature and cubature. integral equations. nystrom methods. integral equations. convergence theory160.-- 1st kind. integral equations. fast solvers. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-920j-numerical-methods-for-partial-differential-equations-sma-5212-spring-2003/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-920j-numerical-methods-for-partial-differential-equations-sma-5212-spring-2003/16-920js03.jpg,Graduate
computational geometry,introduction. classification of geometric modeling forms. differential geometry of curves. introduction to spline curves. non-uniform b-splines. spline surfaces. fairing. generalized cylinders. blending surfaces. intersections. surface intersections. nonlinear solvers. interval methods. robustness. offset curves and surfaces. b-rep and csg. b-rep and non-manifold mixed dimension models. computer graphics techniques. reverse engineering. reconstructing the past. mechanical tolerances. decomposition models. integral properties of solids. localization. inspection and model matching. discrete differential geometry. ,mechanical engineering,http://ocw.mit.edu/courses/mechanical-engineering/2-158j-computational-geometry-spring-2003/,http://ocw.mit.edu/courses/mechanical-engineering/2-158j-computational-geometry-spring-2003/2-158js03.jpg,Graduate
bio-inspired structures,introduction. overview. bio-inspired structures. applications. stealing ideas from nature. biomimetics. materials properties. design. structural behavior. morphing structures. nanoparticles and structures. biomimetics of deployable structures. bio-structures and properties. review. bio-inspired nanomaterials. methods of self-assembly. self-assembled monolayers and applications. bio-inspired intelligent structures. smart and active material. bulk nanostructures advanced materials. bio-active surfaces and structures. bio-inspired optical systems. joint design. design of muscle-like actuators. final presentation. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-982-bio-inspired-structures-spring-2009/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-982-bio-inspired-structures-spring-2009/16-982s09.jpg,Graduate
introduction to anthropology,what is culture?. what do anthropologists do?. what is a family?. is &quot.love&quot. a universal?. how does society manage human crises?. is gender biologically determined?. film. &quot.world without fathers or husbands&quot.. what is modernity?. how does culture change?. should culture be preserved?. film. &quot.the future of mud&quot.. review. midterm exam. what are art and performance universal?. is race real?. what is a ritual?. film. &quot.nothing rhymes with ngapartji&quot.. what is art?. how is culture learned?. what is the purpose of play?. is magic irrational?. is rationality magical?. how does culture shape the body?. film. &quot.ilé aiyé. the house of life&quot.. what are the limits of intercultural communication?. final exam. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-00-introduction-to-anthropology-spring-2013/,http://ocw.mit.edu/courses/anthropology/21a-00-introduction-to-anthropology-spring-2013/21A-00S13.jpg,Undergraduate
how culture works,introduction to the class. does culture matter?. what is culture?. thinking anthropologically. fieldwork now and then. place and space in anthropological field methods. spaces of inequalities. bodies in space. power. discipline. and space. interpretive turn. search for meaning. agency. gender and culture. laughter. carnival. and folk festivities. subculture and resistance. the meaning of style. symbols and consumption. student presentations. no class&mdash.work on papers. resistance and subversion. the fun of the politic and politics of fun. gender. style. and space. movie. reading. wrap-up. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-01-how-culture-works-fall-2012/,http://ocw.mit.edu/courses/anthropology/21a-01-how-culture-works-fall-2012/21a-01f12.jpg,Undergraduate
anthropological theory,what is theory? debating the case of captain cook. emile durkheim and the collective conscience. marx. history. and materialism. political economy. marx. history and commodity fetishism. weber. rationalization and modernity. structuralism in anthropology. the foucauldian subject of power and discourse. categorization. negotiating agency and structure in practice. face to face interaction. representation in anthropology. globalization and modernity. conclusions. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-110-anthropological-theory-spring-2003/,http://ocw.mit.edu/courses/anthropology/21a-110-anthropological-theory-spring-2003/21a-110s03.jpg,Undergraduate
seminar in ethnography and fieldwork,ethnographic method and writing. ethics and engagement. anthropological controversies. military uses of anthropology. anthropological controversies. the truth of other worlds. from mead to menchú. nationalism and indigeneity. activist anthropology / double presentation day. comparison / double presentation day. mobility and/or nomadism / double presentation day. global environments. engineering culture. class presentations. final paper. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-112-seminar-in-ethnography-and-fieldwork-spring-2008/,http://ocw.mit.edu/courses/anthropology/21a-112-seminar-in-ethnography-and-fieldwork-spring-2008/21a-112s08.jpg,Undergraduate
the supernatural in music literature and culture,introduction. the social history of witch-hunting. witch-hunting discussion. shakespeare. kurosawa and context discussion. purcell discussion. berlioz. verdi discussion. introduction to learned magic and alchemy. henry james and spiritualism. student presentations preparation. student presentations and discussion. ,music and theater arts,http://ocw.mit.edu/courses/music-and-theater-arts/21m-013j-the-supernatural-in-music-literature-and-culture-fall-2013/,http://ocw.mit.edu/courses/music-and-theater-arts/21m-013j-the-supernatural-in-music-literature-and-culture-fall-2013/21m-013f13.jpg,Undergraduate
black matters: introduction to black studies,introduction. discussion. lecture. &quot.circulations of blackness i.&quot.. lecture. &quot.circulations of blackness ii.&quot.. lecture. &quot.middle passage stories.&quot.. lecture. &quot.water. water. everywhere.&quot.. writing workshop. lecture. &quot.1967. a turning point.&quot.. lecture. &quot.forms that create presence.&quot.. lecture. &quot.quantities of the nation. majorities. minorities. anxieties.&quot.. guest author. danzy senna. student presentations. ,music and theater arts,http://ocw.mit.edu/courses/music-and-theater-arts/21m-630j-black-matters-introduction-to-black-studies-fall-2009/,http://ocw.mit.edu/courses/music-and-theater-arts/21m-630j-black-matters-introduction-to-black-studies-fall-2009/21m-630jf09.jpg,Undergraduate
japanese literature and cinema,15. rakugo. the art of storytelling. discuss readings and films. essay 1. small group projects and film viewing. individual presentations. oral presentations. weekly class participation. ,global studies and languages,http://ocw.mit.edu/courses/global-studies-and-languages/21f-065-japanese-literature-and-cinema-fall-2013/,http://ocw.mit.edu/courses/global-studies-and-languages/21f-065-japanese-literature-and-cinema-fall-2013/21f-065f13.jpg,Undergraduate / Graduate
magic witchcraft and the spirit world,introduction. videos and discussion. spirit possession. discuss film and covington reading. discuss spiritualism. divination and magic. discuss visionaries. witchcraft. heresy. millenialism and witch hunting. class reports. discuss european witch hunt. europe 2. villages. europe 3. gender. visit salem village. discuss salem. salem 2. film on space alien possession. discuss space aliens. split personality. satanic conspiracies. recovered memory. divided memories. discussion. wrap-up. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-211-magic-witchcraft-and-the-spirit-world-fall-2003/,http://ocw.mit.edu/courses/anthropology/21a-211-magic-witchcraft-and-the-spirit-world-fall-2003/21a-211f03.jpg,Undergraduate
myth ritual and symbolism,introduction. culture. sign and symbol. metaphor and other tropes. more tropes. interpreting metaphor. metaphorical imperialism. animals. animals and classification. roosters and interpretation. the human body. more bodies. classification and cosmology. ritual. passage and persuasion. ritual and power. magic and ritual curing. narrative and life. narrative and control. folktale and form. little red riding hood and the freudian wolf. goldilocks meets oedipus. hyenas and demon brides. jaguars. vampires. and starlets. movies on myth. wrap up. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-212-myth-ritual-and-symbolism-spring-2004/,http://ocw.mit.edu/courses/anthropology/21a-212-myth-ritual-and-symbolism-spring-2004/21a-212s04.jpg,Undergraduate
disease and health: culture society and ethics,introduction to the course. introduction to basic issues. &quot.irrational&quot. beliefs in disease causation and treatment. &quot.irrational&quot. beliefs. continued. symbolic healing and harming. the cultural construction of disease. theoretical frames. meaning. medicine. and illness. health. disease and healing in the larger social context i. health. disease and healing in the larger social context ii. health. disease and healing in the larger social context iii. health. disease and healing in the larger social context iv. health. disease and healing in the larger social context v. stigma. responsibility. and blame. the challenge of chronic illness. new reproductive technologies. new medical technologies. student presentations. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-215-disease-and-health-culture-society-and-ethics-spring-2012/,http://ocw.mit.edu/courses/anthropology/21a-215-disease-and-health-culture-society-and-ethics-spring-2012/21a-215s12.jpg,Undergraduate
dilemmas in bio-medical ethics: playing god or doing good?,"section one. introduction. bio-medical ethics and bio-politics. from clinical practice and medical research to crisis of medical humanitarianism in the field. section two. principles of ethical medical practice and research. autonomy. justice. beneficence. and nonmaleficience. what is bio-medical ethics?. section seven. medical research and ethical medical experimentation - from eugenics to anti-retroviral drug trials. section three. competing discourses on bioethics and bio-medical practice - anthropology. feminism. theology. and law. section eight. race. contraception. and family planning. contemporary eugenics?. section thirteen. clinical dilemmas. public health. and global pharmaceuticals. section four. the creation of doctors and the clinical gaze or ""whose body is it. anyway?"". section ten. infertility. assisted reproduction. kinship. and citizenship across cultures. section five. ethical issues in the practice of medicine. confidentiality and disclosure. patient autonomy and informed consent. section six. dilemmas of public health practice. the limits of resources and its allocation. section nine. the politics of gender. reproductive technologies. and family planning across cultures. section eleven. state politics of human genetic engineering. stem cell research. cloning. and ""surplus embryos"". guest speaker. dr. james sherley. mit assoc. professor of biological engineering. section twelve. organ transplantation. end of life issues. and death across cultures. ",anthropology,http://ocw.mit.edu/courses/anthropology/21a-216j-dilemmas-in-bio-medical-ethics-playing-god-or-doing-good-spring-2005/,http://ocw.mit.edu/courses/anthropology/21a-216j-dilemmas-in-bio-medical-ethics-playing-god-or-doing-good-spring-2005/21a-216js05.jpg,Undergraduate
anthropology of war and peace,"introduction. is war ""natural""?. war and sociobiology. experiences of war and violence i. experiences of war and violence ii. september 11. for and against invading iraq i. civil war and genocide in rwanda. darfur. reconciliation after war?. vietnam i. after vietnam. the first gulf war. media and the first gulf war. for and against invading iraq ii. manufacturing consent for war. media and the war on terror. behind enemy lines. abu ghraib. class presentations. ",anthropology,http://ocw.mit.edu/courses/anthropology/21a-217-anthropology-of-war-and-peace-fall-2004/,http://ocw.mit.edu/courses/anthropology/21a-217-anthropology-of-war-and-peace-fall-2004/21a-217f04.jpg,Undergraduate
identity and difference,introduction to course. studying identity and difference. concepts. analytic perspectives. bodies. analytic perspectives. what is &quot.identity?&quot. &quot.difference?&quot.. analytic perspectives. deviance. deviance and stigma. the outer limits of identity. sexuality. gender. religion. social class. ethnicity. race. race. gender. ethnicity i. race. gender. ethnicity ii. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-218j-identity-and-difference-spring-2010/,http://ocw.mit.edu/courses/anthropology/21a-218j-identity-and-difference-spring-2010/21a-218js10.jpg,Undergraduate
violence human rights and justice,section 1. introduction to the debate. section 2. theoretical foundations. crowds. ritual or demonic males?. section 11. south africa. truth commissions. trials. trauma. and transitions to democracy. section 3. political violence. the state. and theoretical controversies. . section 4. rights talk in western culture. whose rights. whose rationality?. section 5. debating universalism versus cultural relativism. how is the notion of culture discussed?. section 6. the spectacle of torture. violence. state security. and the perpetrator. section 7. genocide-the inconceivable?. section 8. the problem of sex and gender violence in political crises. &quot.ethnic cleansing&quot. or interpersonal crime?. section 9. argentina's dirty war. section 10. rwanda. genocide revisited. section 12. haiti. human rights. justice. and humanitarian assistance. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-225j-violence-human-rights-and-justice-fall-2004/,http://ocw.mit.edu/courses/anthropology/21a-225j-violence-human-rights-and-justice-fall-2004/21a-225jf04.jpg,Undergraduate
ethnic and national identity,introduction to the study of ethnic and national identity. the stakes. and why the stakes are so high. ethnic identity i. ethnic identity ii. ethnic identity iii. the hui. nation and nationalism i. nation and nationalism ii. ethnicity. state. nation. state. nation. culture. culture. definitions. ethnic conflict i. ethnic conflict ii. race i. race ii. race iii. ethnic identity. nationalism and gender. ethnic identity. state. and sexuality. religion. ethnicity. the nation. language and culture. ethnicity. race. culture recovery. culture. appropriations. heritage. &quot.selling culture&quot.. human rights. collective rights. new social movements. transnationalism. globalization and culture. the state. hegemony and push-back. summing up. student reports. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-226-ethnic-and-national-identity-fall-2011/,http://ocw.mit.edu/courses/anthropology/21a-226-ethnic-and-national-identity-fall-2011/21a-226f11.jpg,Undergraduate
the contemporary american family,introduction to course. the origin of the family. the family in the past i. the family in the past ii. definition of the family i. definition of the family ii. definition of the family iii. culture and ideology. definition of the family iv. ethnic and social class variability. definition of the family v. gay and lesbian families. adoption. the effects of changing gender roles on the family. sexuality. the social context i. sexuality. the social context ii. marriage. definitions. functions. variability. parenting. parenting. changes. parenting. problems. divorce i. divorce ii. violence in the family. economic issues and problems i. work160.- at home and in the workplace. economic issues and problems ii. economic change. economic issues and problems iii. poverty. genteel and brutal. economic issues and problems iv. differential rates of poverty in racial and ethnic groups. conomic issues and problems v. diversity in families. the longer life span. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-230j-the-contemporary-american-family-spring-2004/,http://ocw.mit.edu/courses/anthropology/21a-230j-the-contemporary-american-family-spring-2004/21a-230js04.jpg,Undergraduate
gender sexuality and society,introduction to the study of gender and sexuality. the sex/gender system. is sex to gender as nature is to culture?. cultural acquisition of gender as learned behavior. arranged marriage and inheritance in agricultural and pastoral societies. science. republicanism and the woman question. social reproduction. reproducing formal and informal class relations. gender. work and professionalization. gender and agency. appetite. image. control. the invention of sexuality-based identities. coming out and leaving the closet behind. other genders/sexualities. transvestite lives and sex work. transgender and transexualism in the u.s.. intersexuality. do western sexual identities travel?. sexism. racism and violence. de-essentializing sex/gender/kinship. fetal images and abortion debates. nationalism. reproductive politics and gender. making modern mothers. student presentations. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-231j-gender-sexuality-and-society-spring-2006/,http://ocw.mit.edu/courses/anthropology/21a-231j-gender-sexuality-and-society-spring-2006/21a-231js06.jpg,Undergraduate
rethinking the family sex and gender,introduction to the study of family. sexuality and gender. is sex to gender as nature is to culture?. cultural acquisition of gender as learned behavior. ascribed status. arranged marriage. inheritance and gendered divisions of labor in pastoral and agrarian societies. achieved status. wage labor. and gendered divisions of labor in capitalist societies. gender. agency. and virtue. social reproduction. reproducing formal and informal class relations. the racial economy of social reproduction. household dependencies. doing. undoing. redoing the gendered division of labor. the invention of sexuality-based identities. kinship. de-essentializing the family. do western sexual identities travel?. violence and agency. de-essentializing motherhood. circulation of children. implications of gender and kinship for conception and birth. implications of gender and kinship for conception and birth and for family planning. nationalism and gendered citizenship. reproductive technologies. rethinking relatedness. student presentations. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-232j-rethinking-the-family-sex-and-gender-fall-2010/,http://ocw.mit.edu/courses/anthropology/21a-232j-rethinking-the-family-sex-and-gender-fall-2010/21a-232jf10.jpg,Undergraduate
american dream: exploring class in the u.s.,"talking about class. expanding inequalities in the 21st century. anthropology. narrative. and social class. doing ""auto-ethnographies"". theories of class - part i. marx and weber. theories of class - part ii. bourdieu and post-structuralism. intersecting identities. class. race. and gender. searching for the american dream. narratives and counter-narratives of upward mobility. class and race in black women's auto-biographies from the 1930s and 1940s. the post world war ii middle class. on the american assembly line. a vanishing industrial working class?. the worlds of the rich. up and down. from climbing the social ladder to a fear of falling. welfare and the politics of the u.s. ""underclass"". the politics of red and blue. rural and urban. and a widening social gap. ",anthropology,http://ocw.mit.edu/courses/anthropology/21a-235-american-dream-exploring-class-in-the-u-s-spring-2007/,http://ocw.mit.edu/courses/anthropology/21a-235-american-dream-exploring-class-in-the-u-s-spring-2007/21a-235s07.jpg,Undergraduate
race and science,introduction. crash course in the category of race as biological phantom and social reality. blood. sex. and skeletons. colonialism. climatic determinism. cranial capacity. and the rise of monogenist and polygenist scientific racism. germ plasm. american and british eugenics. skin color. bodily form. laws of science and laws of the land in the context of immigration. assimilation and early 20th-century american anthropology. health and hygiene. latin american lamarckism. nazi german darwinism. from population to genome. race after world war two. race and medicine. alternative histories and futures for the racial economy of science. land. science. and knowledge in native america. african - american technoscientific histories and afrofuturist projects. citizenship. cyborgs. model minorities and border crossings. race in the digital age. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-240-race-and-science-spring-2004/,http://ocw.mit.edu/courses/anthropology/21a-240-race-and-science-spring-2004/21a-240s04.jpg,Undergraduate
power: interpersonal organizational and global dimensions,how is power defined? is it possible to use a single definition of power to describe a variety of social situations?. - how much power is lodged within personality and how much is part of the structure of the situation?. - can power be equalized. or mus,anthropology,http://ocw.mit.edu/courses/anthropology/21a-245j-power-interpersonal-organizational-and-global-dimensions-fall-2005/,http://ocw.mit.edu/courses/anthropology/21a-245j-power-interpersonal-organizational-and-global-dimensions-fall-2005/21a-245jf05.jpg,Undergraduate
culture embodiment and the senses,memory. belief. and the politics of mind. course introduction. anthropology and the senses. 15-24. intersubjectivity and ruptured social senses. healing the body in ancient greece and china. mind-body medicine. research and the state. philosophy. medicine. and the senses in early-modern europe. 11. uncanny experience and sensing the sacred in the modern west. intersubjectivity. phenomenology. emotion. and embodiment. 25-26. sensory ethnographies. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-260-culture-embodiment-and-the-senses-fall-2005/,http://ocw.mit.edu/courses/anthropology/21a-260-culture-embodiment-and-the-senses-fall-2005/21a-260f05.jpg,Undergraduate
food and culture,introduction to food and culture. what's the relationship?. food paradoxes and dilemmas. i. food paradoxes and dilemmas. ii. food and power. food and labor. recitation. research. good food is culturally authentic. good food tastes good. taste education. recitation. discuss food memories. good food is clean and pure. good food produces and maintains relationships. good food is good for you. good food is handmade. good food is sustainably produced. recitation. good food is traditional. any food is good food if you're hungry. rethinking food &quot.choice&quot.. final paper presentations. potluck and final paper presentations. ,anthropology,http://ocw.mit.edu/courses/anthropology/21a-265-food-and-culture-spring-2011/,http://ocw.mit.edu/courses/anthropology/21a-265-food-and-culture-spring-2011/21a-265s11.jpg,Undergraduate
